"customer_id";"customer_name";"email";"city";"state";"total_orders";"gross_spent";"net_spent";"first_order_date";"last_order_date";"customer_type"
387;"Kaila Walters";"kaila.walters@msn.com";"Elmhurst";"NY";1;1709.98;1367.984;"2017-11-25";"2017-11-25";"One Time"
388;"Aleta Stone";"aleta.stone@aol.com";"Whitestone";"NY";1;449.99;418.4907;"2017-09-06";"2017-09-06";"One Time"
389;"Leif Short";"leif.short@gmail.com";"San Angelo";"TX";1;939.98;877.9812;"2017-06-20";"2017-06-20";"One Time"
390;"Lorrie Pollard";"lorrie.pollard@yahoo.com";"Ronkonkoma";"NY";1;7999.98;7439.9814;"2016-04-22";"2016-04-22";"One Time"
391;"Vernita Ball";"vernita.ball@gmail.com";"Los Banos";"CA";1;299.99;269.991;"2017-03-02";"2017-03-02";"One Time"
392;"Cyndi Bush";"cyndi.bush@gmail.com";"Elmhurst";"NY";1;1979.97;1681.974;"2018-03-31";"2018-03-31";"One Time"
393;"Gertrude Terry";"gertrude.terry@hotmail.com";"Upland";"CA";1;2599.97;2379.973;"2016-02-19";"2016-02-19";"One Time"
394;"Virgen Clemons";"virgen.clemons@gmail.com";"South El Monte";"CA";1;7749.97;7184.9724;"2017-05-03";"2017-05-03";"One Time"
395;"Fairy Robinson";"fairy.robinson@msn.com";"Liverpool";"NY";1;4584.95;4041.1537;"2018-03-20";"2018-03-20";"One Time"
396;"Laverna Hernandez";"laverna.hernandez@hotmail.com";"Niagara Falls";"NY";1;5199.95;4699.9557;"2016-08-31";"2016-08-31";"One Time"
397;"Jeannie Wilcox";"jeannie.wilcox@yahoo.com";"Franklin Square";"NY";1;1578.98;1378.182;"2016-02-17";"2016-02-17";"One Time"
398;"Suellen Mercado";"suellen.mercado@yahoo.com";"Sunnyside";"NY";1;1199.98;1139.981;"2016-09-06";"2016-09-06";"One Time"
399;"Bart Hess";"bart.hess@aol.com";"Kingston";"NY";1;1469.97;1331.9734;"2016-09-19";"2016-09-19";"One Time"
400;"Alfredo Dodson";"alfredo.dodson@hotmail.com";"Depew";"NY";1;5109.93;4766.8345;"2017-06-26";"2017-06-26";"One Time"
401;"Shaunda Barnett";"shaunda.barnett@gmail.com";"Longview";"TX";1;269.99;256.4905;"2016-10-12";"2016-10-12";"One Time"
402;"Kerrie Morton";"kerrie.morton@hotmail.com";"Pittsford";"NY";1;2699.96;2282.965;"2017-05-25";"2017-05-25";"One Time"
403;"Elouise Fry";"elouise.fry@aol.com";"Canyon Country";"CA";1;11499.96;10866.9622;"2016-03-16";"2016-03-16";"One Time"
404;"Augustus Steele";"augustus.steele@aol.com";"Ballston Spa";"NY";1;649.98;519.984;"2017-06-20";"2017-06-20";"One Time"
405;"Greta Page";"greta.page@hotmail.com";"Commack";"NY";1;1429.97;1245.973;"2018-03-20";"2018-03-20";"One Time"
406;"Kerrie O'neill";"kerrie.o'neill@gmail.com";"Shirley";"NY";1;1199.98;1139.981;"2017-04-12";"2017-04-12";"One Time"
407;"Dannette Guerrero";"dannette.guerrero@gmail.com";"San Pablo";"CA";1;9199.95;7719.957;"2017-07-29";"2017-07-29";"One Time"
408;"Edra Fitzgerald";"edra.fitzgerald@msn.com";"Central Islip";"NY";1;2675.95;2297.7575;"2017-07-22";"2017-07-22";"One Time"
409;"Jerome Bolton";"jerome.bolton@msn.com";"Carmel";"NY";1;809.97;728.973;"2016-03-20";"2016-03-20";"One Time"
410;"Conception Slater";"conception.slater@gmail.com";"Bellmore";"NY";1;6369.94;5478.9485;"2016-08-20";"2016-08-20";"One Time"
411;"Octavia Case";"octavia.case@aol.com";"New York";"NY";1;10361.94;9673.8444;"2016-06-17";"2016-06-17";"One Time"
412;"Dexter Roberts";"dexter.roberts@gmail.com";"Sunnyside";"NY";1;3119.98;2963.981;"2017-08-19";"2017-08-19";"One Time"
413;"Ginette Edwards";"ginette.edwards@hotmail.com";"Baldwin";"NY";1;5939.94;5225.9475;"2016-06-06";"2016-06-06";"One Time"
414;"Romaine Haley";"romaine.haley@aol.com";"Ithaca";"NY";1;1469.98;1337.0817;"2016-02-23";"2016-02-23";"One Time"
415;"Gwendolyn Miller";"gwendolyn.miller@msn.com";"Harlingen";"TX";1;12399.95;11349.9574;"2017-04-06";"2017-04-06";"One Time"
416;"Luke Fuller";"luke.fuller@hotmail.com";"Hempstead";"NY";1;1999.96;1709.3652;"2016-09-01";"2016-09-01";"One Time"
417;"Zoraida Patton";"zoraida.patton@aol.com";"Huntington Station";"NY";1;8661.93;7004.841;"2017-02-08";"2017-02-08";"One Time"
418;"Georgeanna Webster";"georgeanna.webster@msn.com";"Oxnard";"CA";1;659.99;593.991;"2017-12-27";"2017-12-27";"One Time"
419;"Krystin Marshall";"krystin.marshall@hotmail.com";"Poughkeepsie";"NY";1;1880.96;1613.3947;"2017-07-09";"2017-07-09";"One Time"
420;"Vince Schneider";"vince.schneider@hotmail.com";"Merrick";"NY";1;9899.92;8204.5302;"2017-03-29";"2017-03-29";"One Time"
421;"Iola Rasmussen";"iola.rasmussen@yahoo.com";"Monroe";"NY";1;10619.94;9838.4455;"2016-10-06";"2016-10-06";"One Time"
422;"Valery Saunders";"valery.saunders@msn.com";"Victoria";"TX";1;968.98;872.082;"2016-03-04";"2016-03-04";"One Time"
423;"Johna Powers";"johna.powers@hotmail.com";"Deer Park";"NY";1;749.99;599.992;"2016-11-24";"2016-11-24";"One Time"
424;"Charleen Hurst";"charleen.hurst@yahoo.com";"Utica";"NY";1;1818.99;1490.2907;"2016-07-09";"2016-07-09";"One Time"
425;"Augustina Joyner";"augustina.joyner@aol.com";"Mount Vernon";"NY";1;21789.92;20509.4254;"2018-01-07";"2018-01-07";"One Time"
426;"Daisy Ward";"daisy.ward@msn.com";"Pomona";"CA";1;6659.95;6023.9545;"2017-11-16";"2017-11-16";"One Time"
427;"Latonya Dixon";"latonya.dixon@hotmail.com";"Garland";"TX";1;3499.99;3149.991;"2018-01-29";"2018-01-29";"One Time"
428;"Hipolito Padilla";"hipolito.padilla@hotmail.com";"New Rochelle";"NY";1;6130.93;5062.3384;"2017-04-15";"2017-04-15";"One Time"
429;"Emmett Casey";"emmett.casey@yahoo.com";"Valley Stream";"NY";1;3548.98;3194.082;"2017-07-30";"2017-07-30";"One Time"
430;"Kandi Mcneil";"kandi.mcneil@msn.com";"Massapequa Park";"NY";1;2109.96;1847.0647;"2017-03-16";"2017-03-16";"One Time"
431;"Luciano Marsh";"luciano.marsh@aol.com";"Bellmore";"NY";1;2339.94;1999.3494;"2017-04-11";"2017-04-11";"One Time"
432;"Julius Holt";"julius.holt@aol.com";"East Meadow";"NY";1;4199.97;3489.9734;"2017-03-20";"2017-03-20";"One Time"
433;"Holly Nieves";"holly.nieves@aol.com";"Longview";"TX";1;1703.97;1601.3717;"2017-02-28";"2017-02-28";"One Time"
434;"Douglass Little";"douglass.little@hotmail.com";"Duarte";"CA";1;3359.94;3092.9448;"2016-09-09";"2016-09-09";"One Time"
435;"Izola Hobbs";"izola.hobbs@gmail.com";"Woodhaven";"NY";1;3919.95;3439.4575;"2017-11-23";"2017-11-23";"One Time"
436;"Honey Camacho";"honey.camacho@gmail.com";"Bayside";"NY";1;2482.96;2200.8641;"2017-07-02";"2017-07-02";"One Time"
437;"Laureen Barry";"laureen.barry@yahoo.com";"Orchard Park";"NY";1;4449.92;3859.928;"2016-01-20";"2016-01-20";"One Time"
438;"Katharine Herrera";"katharine.herrera@hotmail.com";"Queensbury";"NY";1;1669.97;1455.974;"2016-03-23";"2016-03-23";"One Time"
439;"Sunshine Rosario";"sunshine.rosario@aol.com";"Jamaica";"NY";1;2999.99;2789.9907;"2017-01-08";"2017-01-08";"One Time"
440;"Yevette Todd";"yevette.todd@aol.com";"Ballston Spa";"NY";1;6079.96;4863.968;"2018-01-20";"2018-01-20";"One Time"
441;"Dorthea Walker";"dorthea.walker@aol.com";"Port Washington";"NY";1;15059.94;12965.7468;"2016-08-07";"2016-08-07";"One Time"
442;"Alane Munoz";"alane.munoz@gmail.com";"Yonkers";"NY";1;269.99;242.991;"2016-01-05";"2016-01-05";"One Time"
443;"Ayana Keith";"ayana.keith@hotmail.com";"Oxnard";"CA";1;5126.94;4685.0969;"2018-01-04";"2018-01-04";"One Time"
444;"Caridad Compton";"caridad.compton@aol.com";"San Lorenzo";"CA";1;10761.94;8945.75;"2017-12-24";"2017-12-24";"One Time"
445;"Earline Ballard";"earline.ballard@hotmail.com";"Mount Vernon";"NY";1;1999.98;1599.984;"2016-11-27";"2016-11-27";"One Time"
446;"Nathanael Bradley";"nathanael.bradley@aol.com";"Amsterdam";"NY";1;419.98;377.982;"2017-04-28";"2017-04-28";"One Time"
447;"Chasidy Tran";"chasidy.tran@msn.com";"Vista";"CA";1;5426.97;5080.623;"2016-08-29";"2016-08-29";"One Time"
448;"Janella Bright";"janella.bright@aol.com";"Rochester";"NY";1;551.99;513.3507;"2017-03-11";"2017-03-11";"One Time"
449;"Josie Schultz";"josie.schultz@hotmail.com";"Canyon Country";"CA";1;2018.99;1894.541;"2016-10-02";"2016-10-02";"One Time"
450;"Ellsworth Michael";"ellsworth.michael@yahoo.com";"Carmel";"NY";1;4397.95;4030.0561;"2016-01-09";"2016-01-09";"One Time"
451;"Jennette Wooten";"jennette.wooten@msn.com";"Rowlett";"TX";1;449.0;359.2;"2016-08-20";"2016-08-20";"One Time"
452;"Cassandra Nichols";"cassandra.nichols@yahoo.com";"Hicksville";"NY";1;419.98;377.982;"2018-02-21";"2018-02-21";"One Time"
453;"Courtney Wyatt";"courtney.wyatt@gmail.com";"Garden City";"NY";1;9779.93;7823.944;"2017-08-17";"2017-08-17";"One Time"
454;"Terese Palmer";"terese.palmer@hotmail.com";"Bay Shore";"NY";1;499.99;464.9907;"2016-12-22";"2016-12-22";"One Time"
455;"Sherita Cherry";"sherita.cherry@gmail.com";"Liverpool";"NY";1;899.98;719.984;"2017-04-13";"2017-04-13";"One Time"
456;"Serina Hensley";"serina.hensley@yahoo.com";"Jamaica";"NY";1;1863.96;1690.6635;"2017-08-12";"2017-08-12";"One Time"
457;"Jeni Farley";"jeni.farley@aol.com";"Richmond Hill";"NY";1;419.98;377.982;"2017-06-20";"2017-06-20";"One Time"
458;"Everett Vega";"everett.vega@yahoo.com";"Holbrook";"NY";1;1569.97;1304.975;"2017-11-19";"2017-11-19";"One Time"
459;"Latosha Dalton";"latosha.dalton@yahoo.com";"Bakersfield";"CA";1;5389.95;4877.406;"2016-04-18";"2016-04-18";"One Time"
460;"Romelia Myers";"romelia.myers@msn.com";"Garden City";"NY";1;5751.96;5440.3624;"2017-08-10";"2017-08-10";"One Time"
461;"Effie Jenkins";"effie.jenkins@msn.com";"Brentwood";"NY";1;6537.95;5768.2144;"2017-06-30";"2017-06-30";"One Time"
462;"Efren Oliver";"efren.oliver@gmail.com";"Nanuet";"NY";1;13079.95;11463.958;"2017-11-06";"2017-11-06";"One Time"
463;"Jerlene Rios";"jerlene.rios@yahoo.com";"Plainview";"NY";1;10869.95;10266.9542;"2018-03-15";"2018-03-15";"One Time"
464;"Bess Mcbride";"bess.mcbride@yahoo.com";"Garden City";"NY";1;21097.95;18853.3544;"2018-01-15";"2018-01-15";"One Time"
465;"Birdie Kramer";"birdie.kramer@hotmail.com";"Troy";"NY";1;1469.97;1382.972;"2016-10-06";"2016-10-06";"One Time"
466;"Collen Hayes";"collen.hayes@yahoo.com";"Smithtown";"NY";1;2641.98;2113.584;"2016-12-22";"2016-12-22";"One Time"
467;"Clare Neal";"clare.neal@msn.com";"Mahopac";"NY";1;2619.96;2357.9642;"2017-11-25";"2017-11-25";"One Time"
468;"Jeanett Herman";"jeanett.herman@hotmail.com";"Lindenhurst";"NY";1;1069.97;962.973;"2016-09-30";"2016-09-30";"One Time"
469;"Micki Rutledge";"micki.rutledge@aol.com";"Richmond Hill";"NY";1;4020.93;3511.7384;"2016-03-08";"2016-03-08";"One Time"
470;"Loise Walker";"loise.walker@aol.com";"Shirley";"NY";1;3555.99;3270.231;"2016-11-09";"2016-11-09";"One Time"
471;"Burma Summers";"burma.summers@yahoo.com";"Freeport";"NY";1;599.99;569.9905;"2016-03-10";"2016-03-10";"One Time"
472;"Myron Ruiz";"myron.ruiz@gmail.com";"Amityville";"NY";1;8209.96;7350.4645;"2017-06-05";"2017-06-05";"One Time"
473;"Lashawna Richardson";"lashawna.richardson@hotmail.com";"Baldwin";"NY";1;12669.92;11596.4289;"2017-04-27";"2017-04-27";"One Time"
474;"Lavern Orr";"lavern.orr@hotmail.com";"Webster";"NY";1;4198.97;3644.045;"2018-03-04";"2018-03-04";"One Time"
475;"Alec Peck";"alec.peck@hotmail.com";"Victoria";"TX";1;1199.98;1139.981;"2016-08-17";"2016-08-17";"One Time"
476;"Christopher Richardson";"christopher.richardson@gmail.com";"Santa Cruz";"CA";1;1499.98;1394.9814;"2018-01-19";"2018-01-19";"One Time"
477;"Arminda Weber";"arminda.weber@yahoo.com";"Bellmore";"NY";1;1099.98;1044.981;"2017-04-23";"2017-04-23";"One Time"
478;"Emmett Hahn";"emmett.hahn@hotmail.com";"Freeport";"NY";1;5189.96;4700.0627;"2018-03-16";"2018-03-16";"One Time"
479;"Gertha Mejia";"gertha.mejia@yahoo.com";"Flushing";"NY";1;9949.94;8109.9505;"2017-03-22";"2017-03-22";"One Time"
480;"Garland Weaver";"garland.weaver@gmail.com";"Amsterdam";"NY";1;3467.95;3074.2065;"2016-07-20";"2016-07-20";"One Time"
481;"Jayson Rutledge";"jayson.rutledge@yahoo.com";"Lake Jackson";"TX";1;7739.94;6947.9474;"2016-10-04";"2016-10-04";"One Time"
482;"Narcisa Knapp";"narcisa.knapp@aol.com";"Amarillo";"TX";1;349.99;279.992;"2017-11-01";"2017-11-01";"One Time"
483;"Gayla Sims";"gayla.sims@gmail.com";"Lindenhurst";"NY";1;1899.0;1519.2;"2018-03-11";"2018-03-11";"One Time"
484;"Chelsey Boyd";"chelsey.boyd@yahoo.com";"Euless";"TX";1;6828.97;6332.9424;"2016-03-17";"2016-03-17";"One Time"
485;"Catherine Miles";"catherine.miles@msn.com";"East Elmhurst";"NY";1;1907.94;1635.5468;"2017-07-11";"2017-07-11";"One Time"
486;"Valeri Marshall";"valeri.marshall@hotmail.com";"East Meadow";"NY";1;6468.94;5834.1357;"2017-10-15";"2017-10-15";"One Time"
487;"Grace Madden";"grace.madden@gmail.com";"San Pablo";"CA";1;1568.97;1450.023;"2016-12-06";"2016-12-06";"One Time"
488;"Joaquin Hawkins";"joaquin.hawkins@aol.com";"Anaheim";"CA";1;7693.96;6259.265;"2018-02-07";"2018-02-07";"One Time"
489;"Kirstie Vazquez";"kirstie.vazquez@gmail.com";"Saratoga Springs";"NY";1;3059.96;2853.963;"2016-05-17";"2016-05-17";"One Time"
490;"Yu Mcdonald";"yu.mcdonald@aol.com";"Ossining";"NY";1;8349.95;6804.958;"2017-03-13";"2017-03-13";"One Time"
491;"Celestine Jacobs";"celestine.jacobs@gmail.com";"Massapequa";"NY";1;7379.95;6971.5537;"2018-02-11";"2018-02-11";"One Time"
492;"Justa Thompson";"justa.thompson@aol.com";"Corona";"NY";1;10807.95;9927.5559;"2016-09-21";"2016-09-21";"One Time"
493;"Lise Alvarado";"lise.alvarado@gmail.com";"Hamburg";"NY";1;626.98;576.7917;"2017-08-17";"2017-08-17";"One Time"
494;"Pearl Fox";"pearl.fox@yahoo.com";"Uniondale";"NY";1;1679.95;1494.9554;"2017-09-15";"2017-09-15";"One Time"
495;"Travis Goodman";"travis.goodman@yahoo.com";"Los Banos";"CA";1;2889.93;2446.941;"2017-07-18";"2017-07-18";"One Time"
496;"Shu Mays";"shu.mays@gmail.com";"Astoria";"NY";1;10070.96;8056.768;"2017-03-13";"2017-03-13";"One Time"
497;"Ezra Fowler";"ezra.fowler@hotmail.com";"Nanuet";"NY";1;3180.97;2958.3021;"2016-06-15";"2016-06-15";"One Time"
498;"Edda Young";"edda.young@gmail.com";"North Tonawanda";"NY";1;3459.96;3238.9624;"2016-03-30";"2016-03-30";"One Time"
499;"Lidia Ashley";"lidia.ashley@hotmail.com";"Baldwinsville";"NY";1;11099.94;9704.9449;"2017-01-29";"2017-01-29";"One Time"
500;"Moira Lester";"moira.lester@msn.com";"Jackson Heights";"NY";1;6572.94;6196.6444;"2017-02-21";"2017-02-21";"One Time"
501;"Tony Hicks";"tony.hicks@gmail.com";"Anaheim";"CA";1;749.99;712.4905;"2016-05-17";"2016-05-17";"One Time"
502;"Malinda Baxter";"malinda.baxter@yahoo.com";"Whitestone";"NY";1;2573.94;2312.4447;"2018-01-17";"2018-01-17";"One Time"
503;"Marlo Jefferson";"marlo.jefferson@gmail.com";"Niagara Falls";"NY";1;13939.96;13242.962;"2017-07-14";"2017-07-14";"One Time"
504;"Tiana Henderson";"tiana.henderson@aol.com";"Franklin Square";"NY";1;1288.97;1200.542;"2016-02-05";"2016-02-05";"One Time"
505;"Wilda Petersen";"wilda.petersen@aol.com";"Jamaica";"NY";1;7221.95;6813.7535;"2018-03-28";"2018-03-28";"One Time"
506;"Irving Pitts";"irving.pitts@msn.com";"Torrance";"CA";1;10246.97;8359.216;"2016-10-27";"2016-10-27";"One Time"
507;"Sheree Pena";"sheree.pena@yahoo.com";"Staten Island";"NY";1;3181.97;3022.8715;"2017-05-11";"2017-05-11";"One Time"
508;"Vance Taylor";"vance.taylor@msn.com";"Lancaster";"NY";1;749.99;697.4907;"2017-10-19";"2017-10-19";"One Time"
509;"Terra Pickett";"terra.pickett@aol.com";"Amsterdam";"NY";1;12655.95;11787.5533;"2017-11-23";"2017-11-23";"One Time"
510;"Faustino Delacruz";"faustino.delacruz@msn.com";"South Richmond Hill";"NY";1;2489.96;2346.6624;"2016-06-03";"2016-06-03";"One Time"
511;"Julienne Moody";"julienne.moody@hotmail.com";"Fort Worth";"TX";1;1479.96;1277.966;"2017-06-24";"2017-06-24";"One Time"
512;"Hee Greer";"hee.greer@hotmail.com";"Selden";"NY";1;3899.97;3509.973;"2017-01-03";"2017-01-03";"One Time"
513;"Whitney Cash";"whitney.cash@gmail.com";"Hamburg";"NY";1;539.98;458.983;"2016-10-05";"2016-10-05";"One Time"
514;"Clarita Curry";"clarita.curry@hotmail.com";"Hollis";"NY";1;269.99;242.991;"2016-05-07";"2016-05-07";"One Time"
515;"Reita Dickson";"reita.dickson@hotmail.com";"Scarsdale";"NY";1;4155.95;3766.6347;"2018-03-17";"2018-03-17";"One Time"
516;"Rosa Kinney";"rosa.kinney@yahoo.com";"Brooklyn";"NY";1;1799.96;1499.966;"2016-02-21";"2016-02-21";"One Time"
517;"Buford Gilbert";"buford.gilbert@yahoo.com";"Bellmore";"NY";1;10148.95;9044.927;"2017-09-19";"2017-09-19";"One Time"
518;"Homer Powers";"homer.powers@msn.com";"Palos Verdes Peninsula";"CA";1;3199.98;3039.981;"2018-03-15";"2018-03-15";"One Time"
519;"Rudolf Gilliam";"rudolf.gilliam@aol.com";"Palos Verdes Peninsula";"CA";1;3213.93;2747.2395;"2017-05-27";"2017-05-27";"One Time"
520;"Andreas Herman";"andreas.herman@msn.com";"Mount Vernon";"NY";1;2899.99;2754.9905;"2016-12-30";"2016-12-30";"One Time"
521;"Max Charles";"max.charles@gmail.com";"Glen Cove";"NY";1;4697.96;3998.362;"2016-02-17";"2016-02-17";"One Time"
522;"Tammera Fischer";"tammera.fischer@hotmail.com";"Oakland";"CA";1;1439.96;1196.9665;"2016-08-26";"2016-08-26";"One Time"
523;"Joshua Robertson";"joshua.robertson@gmail.com";"Patchogue";"NY";1;1599.98;1519.981;"2016-01-02";"2016-01-02";"One Time"
524;"Larraine Horn";"larraine.horn@msn.com";"Utica";"NY";1;5850.95;5017.8551;"2017-04-01";"2017-04-01";"One Time"
525;"Andreas Mayer";"andreas.mayer@hotmail.com";"New Rochelle";"NY";1;19699.92;18114.9309;"2017-06-14";"2017-06-14";"One Time"
526;"Lazaro Moran";"lazaro.moran@gmail.com";"Sugar Land";"TX";1;5060.93;4422.94;"2016-02-09";"2016-02-09";"One Time"
527;"Afton Juarez";"afton.juarez@gmail.com";"Coram";"NY";1;4567.97;4279.5725;"2016-08-14";"2016-08-14";"One Time"
528;"Angele Schroeder";"angele.schroeder@yahoo.com";"New City";"NY";1;939.98;845.982;"2016-07-23";"2016-07-23";"One Time"
529;"Ellena Clements";"ellena.clements@aol.com";"Santa Monica";"CA";1;8327.95;7568.0544;"2016-02-17";"2016-02-17";"One Time"
530;"Selene Austin";"selene.austin@msn.com";"Duarte";"CA";1;6091.94;5382.0464;"2017-02-02";"2017-02-02";"One Time"
531;"Kimberely Bowen";"kimberely.bowen@hotmail.com";"Troy";"NY";1;16123.94;15087.2644;"2017-03-06";"2017-03-06";"One Time"
532;"Mia Delgado";"mia.delgado@yahoo.com";"Coachella";"CA";1;659.98;527.984;"2017-01-03";"2017-01-03";"One Time"
533;"Garret Clay";"garret.clay@yahoo.com";"Corpus Christi";"TX";1;3541.97;3346.0319;"2017-12-14";"2017-12-14";"One Time"
534;"Alejandro Haney";"alejandro.haney@msn.com";"Wantagh";"NY";1;18129.95;16846.954;"2017-10-05";"2017-10-05";"One Time"
535;"Inge Olsen";"inge.olsen@msn.com";"Long Beach";"NY";1;2199.97;1759.976;"2016-02-04";"2016-02-04";"One Time"
536;"Christiane Bradford";"christiane.bradford@gmail.com";"Orchard Park";"NY";1;8939.92;8376.9244;"2016-08-17";"2016-08-17";"One Time"
537;"Carter Bentley";"carter.bentley@yahoo.com";"Carmel";"NY";1;4629.92;4318.0054;"2017-06-13";"2017-06-13";"One Time"
538;"Sherie Ayala";"sherie.ayala@msn.com";"South El Monte";"CA";1;7546.96;7042.6724;"2016-12-08";"2016-12-08";"One Time"
539;"Jamika Acevedo";"jamika.acevedo@yahoo.com";"Ozone Park";"NY";1;299.99;269.991;"2017-08-06";"2017-08-06";"One Time"
540;"Shery Randolph";"shery.randolph@hotmail.com";"Ontario";"CA";1;7939.96;7251.9655;"2016-06-11";"2016-06-11";"One Time"
541;"Lanita Burton";"lanita.burton@msn.com";"Coachella";"CA";1;12769.92;11406.4285;"2016-01-14";"2016-01-14";"One Time"
542;"Timothy Byers";"timothy.byers@msn.com";"Ronkonkoma";"NY";1;2870.96;2501.764;"2016-08-27";"2016-08-27";"One Time"
543;"Jasmin Young";"jasmin.young@gmail.com";"Helotes";"TX";1;10899.96;10336.9624;"2017-02-06";"2017-02-06";"One Time"
544;"Catarina Mendez";"catarina.mendez@hotmail.com";"West Islip";"NY";1;10919.96;9908.4642;"2017-11-03";"2017-11-03";"One Time"
545;"Tajuana Rollins";"tajuana.rollins@msn.com";"Oswego";"NY";1;8981.97;7782.873;"2017-11-17";"2017-11-17";"One Time"
546;"Thad Castro";"thad.castro@msn.com";"Brentwood";"NY";1;2679.94;2197.95;"2016-06-19";"2016-06-19";"One Time"
547;"Tena Huber";"tena.huber@gmail.com";"Newburgh";"NY";1;11789.94;11183.0434;"2018-02-14";"2018-02-14";"One Time"
548;"Dori Alvarez";"dori.alvarez@msn.com";"Kingston";"NY";1;2282.96;1949.6365;"2017-10-08";"2017-10-08";"One Time"
549;"Elmo Arnold";"elmo.arnold@aol.com";"Long Beach";"NY";1;599.99;557.9907;"2016-09-30";"2016-09-30";"One Time"
550;"Felicidad Golden";"felicidad.golden@yahoo.com";"Lockport";"NY";1;11899.95;10794.3537;"2017-01-06";"2017-01-06";"One Time"
551;"Jenine Crane";"jenine.crane@msn.com";"Fort Worth";"TX";1;718.99;642.542;"2016-08-03";"2016-08-03";"One Time"
552;"Lea Key";"lea.key@yahoo.com";"Banning";"CA";1;2879.95;2449.7546;"2016-01-12";"2016-01-12";"One Time"
553;"Rory Cooper";"rory.cooper@gmail.com";"Rocklin";"CA";1;2578.99;2197.892;"2016-10-01";"2016-10-01";"One Time"
554;"Hilde Nieves";"hilde.nieves@gmail.com";"Campbell";"CA";1;4913.91;4459.2184;"2017-09-23";"2017-09-23";"One Time"
555;"Marry Benjamin";"marry.benjamin@yahoo.com";"Forney";"TX";1;5076.97;4654.953;"2016-09-28";"2016-09-28";"One Time"
556;"Vernell Goff";"vernell.goff@msn.com";"Monroe";"NY";1;2037.96;1902.5629;"2017-06-30";"2017-06-30";"One Time"
557;"Erlene Cook";"erlene.cook@gmail.com";"Mount Vernon";"NY";1;449.0;359.2;"2016-03-25";"2016-03-25";"One Time"
558;"Carroll Kelly";"carroll.kelly@yahoo.com";"Monroe";"NY";1;539.98;431.984;"2016-04-28";"2016-04-28";"One Time"
559;"Basilia Thornton";"basilia.thornton@hotmail.com";"Brentwood";"NY";1;10901.92;9408.7878;"2016-10-01";"2016-10-01";"One Time"
560;"Tricia Daniels";"tricia.daniels@gmail.com";"Forney";"TX";1;3818.96;3502.4932;"2016-12-19";"2016-12-19";"One Time"
561;"Kandace Hughes";"kandace.hughes@hotmail.com";"San Lorenzo";"CA";1;1059.98;953.982;"2016-12-26";"2016-12-26";"One Time"
562;"Alejandro Norman";"alejandro.norman@yahoo.com";"Upland";"CA";1;2641.98;2509.881;"2017-02-06";"2017-02-06";"One Time"
563;"Rodney Odom";"rodney.odom@yahoo.com";"Richmond Hill";"NY";1;1877.98;1703.6815;"2016-02-05";"2016-02-05";"One Time"
564;"Bettie Pierce";"bettie.pierce@gmail.com";"Farmingdale";"NY";1;9039.94;8392.9437;"2017-03-09";"2017-03-09";"One Time"
565;"Dagny Owen";"dagny.owen@hotmail.com";"San Angelo";"TX";1;5997.99;5578.1307;"2016-07-14";"2016-07-14";"One Time"
566;"Cinthia Poole";"cinthia.poole@aol.com";"Lake Jackson";"TX";1;5319.95;4458.955;"2018-03-03";"2018-03-03";"One Time"
567;"Sheila Travis";"sheila.travis@yahoo.com";"Longview";"TX";1;5999.96;5579.9628;"2018-01-01";"2018-01-01";"One Time"
568;"Arcelia Vinson";"arcelia.vinson@gmail.com";"West Islip";"NY";1;8099.93;6479.944;"2016-07-19";"2016-07-19";"One Time"
569;"Lucas Estes";"lucas.estes@yahoo.com";"Santa Monica";"CA";1;8030.94;7105.7751;"2016-10-25";"2016-10-25";"One Time"
570;"Marissa Summers";"marissa.summers@msn.com";"Saint Albans";"NY";1;1673.96;1556.7828;"2017-06-19";"2017-06-19";"One Time"
571;"Kaley Blanchard";"kaley.blanchard@msn.com";"Palos Verdes Peninsula";"CA";1;7179.92;6578.9291;"2017-11-09";"2017-11-09";"One Time"
572;"Wm Pope";"wm.pope@msn.com";"Auburn";"NY";1;979.98;930.981;"2017-03-08";"2017-03-08";"One Time"
573;"Rubye Mccall";"rubye.mccall@hotmail.com";"Troy";"NY";1;1367.99;1229.092;"2016-06-30";"2016-06-30";"One Time"
574;"Adriene Rivera";"adriene.rivera@hotmail.com";"Encino";"CA";1;6849.96;6462.4635;"2016-04-08";"2016-04-08";"One Time"
575;"Laurence Christian";"laurence.christian@gmail.com";"Jamaica";"NY";1;2420.97;2222.8722;"2016-09-21";"2016-09-21";"One Time"
576;"Shirely Stanley";"shirely.stanley@gmail.com";"El Paso";"TX";1;11299.96;10574.9624;"2016-08-22";"2016-08-22";"One Time"
577;"Danille Mcfarland";"danille.mcfarland@msn.com";"Rocklin";"CA";1;6418.94;5909.6148;"2016-03-12";"2016-03-12";"One Time"
578;"Salena Day";"salena.day@msn.com";"San Lorenzo";"CA";1;10189.93;8342.939;"2016-08-31";"2016-08-31";"One Time"
579;"Matilda Larson";"matilda.larson@hotmail.com";"Harlingen";"TX";1;6749.97;6397.4717;"2016-06-08";"2016-06-08";"One Time"
580;"Mellisa Kim";"mellisa.kim@aol.com";"Los Angeles";"CA";1;3199.99;2975.9907;"2018-01-11";"2018-01-11";"One Time"
